"type","chr","start","end","id","name"
"mirna","chr9",124692518,124692539,"MIMAT0004558","hsa-mir-181a-2-3p"
"mirna_primary_transcript","chr9",124693710,124693798,"MI0000683","hsa-mir-181b-2"
"mirna","chr9",124693763,124693782,"MIMAT0031893","hsa-mir-181b-2-3p"
"mirna","chr9",127690763,127690784,"MIMAT0018185","hsa-mir-3911"
"mirna","chr9",127785879,127785898,"MIMAT0019337","hsa-mir-3960"
"mirna","chr9",127785971,127785989,"MIMAT0013802","hsa-mir-2861"
"mirna","chr9",127869425,127869445,"MIMAT0019754","hsa-mir-4672"
"mirna_primary_transcript","chr9",128244721,128244830,"MI0000282","hsa-mir-199b"
"mirna","chr9",128244783,128244805,"MIMAT0000263","hsa-mir-199b-5p"
"mirna","chr9",128244745,128244766,"MIMAT0004563","hsa-mir-199b-3p"
"mirna","chr9",128244956,128244977,"MIMAT0015028","hsa-mir-3154"
"mirna_primary_transcript","chr9",128392618,128392714,"MI0000740","hsa-mir-219a-2"
"mirna","chr9",128392632,128392653,"MIMAT0004675","hsa-mir-219a-2-3p"
"mirna_primary_transcript","chr9",128392621,128392708,"MI0017299","hsa-mir-219b"
"mirna","chr9",128392634,128392655,"MIMAT0019747","hsa-mir-219b-5p"
"mirna","chr9",128392676,128392698,"MIMAT0019748","hsa-mir-219b-3p"
"mirna_primary_transcript","chr9",129869605,129869671,"MI0022701","hsa-mir-6855"
"mirna","chr9",129869610,129869634,"MIMAT0027610","hsa-mir-6855-5p"
"mirna","chr9",129869650,129869671,"MIMAT0027611","hsa-mir-6855-3p"
"mirna","chr9",130241451,130241474,"MIMAT0049020","hsa-mir-12126"
"mirna_primary_transcript","chr9",130626297,130626363,"MI0022702","hsa-mir-6856"
"mirna","chr9",130626302,130626325,"MIMAT0027612","hsa-mir-6856-5p"
"mirna","chr9",130626342,130626363,"MIMAT0027613","hsa-mir-6856-3p"
"mirna","chr9",132945714,132945733,"MIMAT0022471","hsa-mir-548aw"
"mirna_primary_transcript","chr9",133051996,133052059,"MI0022724","hsa-mir-6877"
"mirna","chr9",133052001,133052022,"MIMAT0027654","hsa-mir-6877-5p"
"mirna","chr9",133052035,133052055,"MIMAT0027655","hsa-mir-6877-3p"
"mirna","chr9",134379449,134379470,"MIMAT0019749","hsa-mir-4669"
"mirna","chr9",134849302,134849323,"MIMAT0019007","hsa-mir-3689c"
"mirna_primary_transcript","chr9",134849487,134849564,"MI0016090","hsa-mir-3689a"
"mirna","chr9",134849534,134849555,"MIMAT0018117","hsa-mir-3689a-5p"
"mirna","chr9",134849494,134849515,"MIMAT0018118","hsa-mir-3689a-3p"
"mirna_primary_transcript","chr9",134849609,134849682,"MI0016834","hsa-mir-3689d-1"
"mirna_primary_transcript","chr9",134850125,134850272,"MI0016411","hsa-mir-3689b"
"mirna","chr9",134850206,134850227,"MIMAT0018180","hsa-mir-3689b-5p"
"mirna","chr9",134850166,134850187,"MIMAT0018181","hsa-mir-3689b-3p"
"mirna_primary_transcript","chr9",134850277,134850356,"MI0016835","hsa-mir-3689d-2"
"mirna","chr9",134850614,134850635,"MIMAT0019009","hsa-mir-3689e"
"mirna","chr9",134850783,134850804,"MIMAT0019010","hsa-mir-3689f"
"mirna","chr9",136519604,136519625,"MIMAT0019755","hsa-mir-4673"
"mirna","chr9",136546182,136546202,"MIMAT0019756","hsa-mir-4674"
"mirna_primary_transcript","chr9",136670602,136670686,"MI0000471","hsa-mir-126"
"mirna","chr9",136670616,136670636,"MIMAT0000444","hsa-mir-126-5p"
"mirna","chr9",136670653,136670674,"MIMAT0000445","hsa-mir-126-3p"
"mirna_primary_transcript","chr9",136746893,136746970,"MI0022557","hsa-mir-6722"
"mirna","chr9",136746941,136746960,"MIMAT0025853","hsa-mir-6722-5p"
"mirna","chr9",136746903,136746924,"MIMAT0025854","hsa-mir-6722-3p"
"mirna","chr9",136830996,136831013,"MIMAT0016919","hsa-mir-4292"
"mirna","chr9",136886777,136886798,"MIMAT0019011","hsa-mir-4479"
"mirna","chr9",137169236,137169255,"MIMAT0018002","hsa-mir-3621"
"mirna_primary_transcript","chr9",137450026,137450086,"MI0022965","hsa-mir-7114"
"mirna","chr9",137450061,137450081,"MIMAT0028125","hsa-mir-7114-5p"
"mirna","chr9",137450026,137450046,"MIMAT0028126","hsa-mir-7114-3p"
"mirna","chr9",137838434,137838456,"MIMAT0003270","hsa-mir-602"
"mirna_primary_transcript","chrX",1293918,1293992,"MI0016091","hsa-mir-3690-1"
"mirna_primary_transcript","chrX",2609191,2609254,"MI0020366","hsa-mir-6089-1"
"mirna","chrX",6383907,6383924,"MIMAT0019924","hsa-mir-4770"
"mirna","chrX",7147869,7147891,"MIMAT0019919","hsa-mir-4767"
"mirna_primary_transcript","chrX",8126965,8127061,"MI0003666","hsa-mir-651"
"mirna","chrX",8126980,8127001,"MIMAT0003321","hsa-mir-651-5p"
"mirna","chrX",8127018,8127039,"MIMAT0026624","hsa-mir-651-3p"
"mirna","chrX",11318656,11318677,"MIMAT0022474","hsa-mir-548ax"
"mirna","chrX",13590293,13590312,"MIMAT0023711","hsa-mir-6086"
"mirna_primary_transcript","chrX",16627012,16627085,"MI0016904","hsa-mir-548am"
"mirna","chrX",16627019,16627040,"MIMAT0019076","hsa-mir-548am-3p"
"mirna","chrX",16627055,16627076,"MIMAT0022740","hsa-mir-548am-5p"
"mirna_primary_transcript","chrX",17425881,17425954,"MI0017409","hsa-mir-4768"
"mirna","chrX",17425889,17425910,"MIMAT0019920","hsa-mir-4768-5p"
"mirna","chrX",17425927,17425946,"MIMAT0019921","hsa-mir-4768-3p"
"mirna","chrX",20017101,20017122,"MIMAT0018000","hsa-mir-23c"
"mirna","chrX",28495575,28495593,"MIMAT0024618","hsa-mir-6134"
"mirna","chrX",29574286,29574308,"MIMAT0022485","hsa-mir-4666b"
"mirna","chrX",32583711,32583732,"MIMAT0018189","hsa-mir-3915"
"mirna_primary_transcript","chrX",32641474,32641559,"MI0006378","hsa-mir-548f-5"
"mirna_primary_transcript","chrX",38023895,38023986,"MI0016815","hsa-mir-548aj-2"
"mirna","chrX",38023949,38023971,"MIMAT0022739","hsa-mir-548aj-5p"
"mirna","chrX",39661276,39661298,"MIMAT0018352","hsa-mir-3937"
"mirna","chrX",39837562,39837581,"MIMAT0019077","hsa-mir-1587"
"mirna_primary_transcript","chrX",45746157,45746266,"MI0000298","hsa-mir-221"
"mirna","chrX",45746221,45746242,"MIMAT0004568","hsa-mir-221-5p"
"mirna","chrX",45746180,45746202,"MIMAT0000278","hsa-mir-221-3p"
"mirna_primary_transcript","chrX",45747015,45747124,"MI0000299","hsa-mir-222"
"mirna","chrX",45747073,45747094,"MIMAT0004569","hsa-mir-222-5p"
"mirna","chrX",45747036,45747056,"MIMAT0000279","hsa-mir-222-3p"
"mirna_primary_transcript","chrX",47587429,47587505,"MI0017410","hsa-mir-4769"
"mirna","chrX",47587436,47587459,"MIMAT0019922","hsa-mir-4769-5p"
"mirna","chrX",47587476,47587497,"MIMAT0019923","hsa-mir-4769-3p"
"mirna_primary_transcript","chrX",50003148,50003238,"MI0003205","hsa-mir-532"
"mirna","chrX",50003167,50003188,"MIMAT0002888","hsa-mir-532-5p"
"mirna","chrX",50003204,50003225,"MIMAT0004780","hsa-mir-532-3p"
"mirna_primary_transcript","chrX",50003503,50003588,"MI0000484","hsa-mir-188"
"mirna","chrX",50003517,50003537,"MIMAT0000457","hsa-mir-188-5p"
"mirna","chrX",50003556,50003576,"MIMAT0004613","hsa-mir-188-3p"
"mirna_primary_transcript","chrX",50008431,50008514,"MI0003184","hsa-mir-500a"
"mirna","chrX",50008443,50008465,"MIMAT0004773","hsa-mir-500a-5p"
"mirna","chrX",50008482,50008503,"MIMAT0002871","hsa-mir-500a-3p"
"mirna_primary_transcript","chrX",50008964,50009028,"MI0000762","hsa-mir-362"
"mirna","chrX",50008968,50008991,"MIMAT0000705","hsa-mir-362-5p"
"mirna","chrX",50009005,50009026,"MIMAT0004683","hsa-mir-362-3p"
"mirna_primary_transcript","chrX",50009722,50009805,"MI0003185","hsa-mir-501"
"mirna","chrX",50009735,50009756,"MIMAT0002872","hsa-mir-501-5p"
"mirna","chrX",50009772,50009793,"MIMAT0004774","hsa-mir-501-3p"
"mirna_primary_transcript","chrX",50010672,50010750,"MI0015903","hsa-mir-500b"
"mirna","chrX",50010682,50010699,"MIMAT0016925","hsa-mir-500b-5p"
"mirna","chrX",50010722,50010741,"MIMAT0027032","hsa-mir-500b-3p"
"mirna_primary_transcript","chrX",50013241,50013337,"MI0003684","hsa-mir-660"
"mirna","chrX",50013256,50013277,"MIMAT0003338","hsa-mir-660-5p"
"mirna","chrX",50013292,50013312,"MIMAT0022711","hsa-mir-660-3p"
"mirna_primary_transcript","chrX",50014598,50014683,"MI0003186","hsa-mir-502"
"mirna","chrX",50014613,50014633,"MIMAT0002873","hsa-mir-502-5p"
"mirna","chrX",50014649,50014670,"MIMAT0004775","hsa-mir-502-3p"
"mirna","chrX",52336612,52336632,"MIMAT0031015","hsa-mir-8088"
"mirna_primary_transcript","chrX",53195411,53195488,"MI0022742","hsa-mir-6895"
"mirna","chrX",53195463,53195483,"MIMAT0027690","hsa-mir-6895-5p"
"mirna","chrX",53195411,53195432,"MIMAT0027691","hsa-mir-6895-3p"
"mirna_primary_transcript","chrX",53198889,53198945,"MI0022741","hsa-mir-6894"
"mirna","chrX",53198917,53198940,"MIMAT0027688","hsa-mir-6894-5p"
"mirna","chrX",53198889,53198909,"MIMAT0027689","hsa-mir-6894-3p"
"mirna_primary_transcript","chrX",53405673,53405765,"MI0022703","hsa-mir-6857"
"mirna","chrX",53405739,53405760,"MIMAT0027614","hsa-mir-6857-5p"
"mirna","chrX",53405673,53405693,"MIMAT0027615","hsa-mir-6857-3p"
"mirna_primary_transcript","chrX",53556223,53556341,"MI0000100","hsa-mir-98"
"mirna","chrX",53556299,53556320,"MIMAT0000096","hsa-mir-98-5p"
"mirna","chrX",53556241,53556262,"MIMAT0022842","hsa-mir-98-3p"
"mirna_primary_transcript","chrX",53557192,53557274,"MI0000068","hsa-let-7f-2"
"mirna","chrX",53557196,53557217,"MIMAT0004487","hsa-let-7f-2-3p"
"mirna_primary_transcript","chrX",55451495,55451582,"MI0016906","hsa-mir-4536-1"
"mirna_primary_transcript","chrX",55451495,55451582,"MI0019149","hsa-mir-4536-2"
"mirna_primary_transcript","chrX",63786002,63786087,"MI0003782","hsa-mir-1468"
"mirna","chrX",63786055,63786075,"MIMAT0006789","hsa-mir-1468-5p"
"mirna","chrX",63786012,63786033,"MIMAT0026638","hsa-mir-1468-3p"
"mirna_primary_transcript","chrX",66018870,66018979,"MI0000300","hsa-mir-223"
"mirna","chrX",66018895,66018916,"MIMAT0004570","hsa-mir-223-5p"
"mirna","chrX",66018937,66018958,"MIMAT0000280","hsa-mir-223-3p"
"mirna_primary_transcript","chrX",70022857,70022923,"MI0016436","hsa-mir-676"
"mirna","chrX",70022864,70022884,"MIMAT0018203","hsa-mir-676-5p"
"mirna","chrX",70022899,70022919,"MIMAT0018204","hsa-mir-676-3p"
"mirna","chrX",74218392,74218414,"MIMAT0003339","hsa-mir-421"
"mirna_primary_transcript","chrX",74218547,74218618,"MI0005566","hsa-mir-374b"
"mirna","chrX",74218587,74218608,"MIMAT0004955","hsa-mir-374b-5p"
"mirna","chrX",74218557,74218578,"MIMAT0004956","hsa-mir-374b-3p"
"mirna_primary_transcript","chrX",74218549,74218618,"MI0016684","hsa-mir-374c"
"mirna","chrX",74218561,74218582,"MIMAT0018443","hsa-mir-374c-5p"
"mirna","chrX",74218587,74218608,"MIMAT0022735","hsa-mir-374c-3p"
"mirna_primary_transcript","chrX",74287104,74287209,"MI0003516","hsa-mir-545"
"mirna","chrX",74287164,74287185,"MIMAT0004785","hsa-mir-545-5p"
"mirna","chrX",74287126,74287147,"MIMAT0003165","hsa-mir-545-3p"
"mirna_primary_transcript","chrX",74287286,74287357,"MI0000782","hsa-mir-374a"
"mirna","chrX",74287325,74287346,"MIMAT0000727","hsa-mir-374a-5p"
"mirna","chrX",74287295,74287316,"MIMAT0004688","hsa-mir-374a-3p"
"mirna","chrX",76919285,76919304,"MIMAT0001075","hsa-mir-384"
"mirna","chrX",77005464,77005486,"MIMAT0000771","hsa-mir-325"
"mirna","chrX",78901204,78901220,"MIMAT0016926","hsa-mir-4328"
"mirna_primary_transcript","chrX",84225752,84225828,"MI0006424","hsa-mir-548i-4"
"mirna","chrX",85835832,85835849,"MIMAT0005952","hsa-mir-1321"
"mirna_primary_transcript","chrX",85903636,85903707,"MI0000760","hsa-mir-361"
"mirna","chrX",85903681,85903702,"MIMAT0000703","hsa-mir-361-5p"
"mirna","chrX",85903641,85903663,"MIMAT0004682","hsa-mir-361-3p"
"mirna","chrX",95063192,95063212,"MIMAT0005917","hsa-mir-548m"
"mirna","chrX",106639828,106639847,"MIMAT0019079","hsa-mir-548an"
"mirna_primary_transcript","chrX",110055329,110055426,"MI0003667","hsa-mir-652"
"mirna","chrX",110055389,110055409,"MIMAT0003322","hsa-mir-652-3p"
"mirna","chrX",110055349,110055373,"MIMAT0022709","hsa-mir-652-5p"
"mirna","chrX",110082121,110082144,"MIMAT0019363","hsa-mir-3978"
"mirna","chrX",112780728,112780746,"MIMAT0016923","hsa-mir-4329"
"mirna","chrX",114639445,114639466,"MIMAT0010367","hsa-mir-764"
"mirna_primary_transcript","chrX",114651544,114651623,"MI0008333","hsa-mir-1912"
"mirna","chrX",114651589,114651610,"MIMAT0007887","hsa-mir-1912-3p"
"mirna","chrX",114651556,114651577,"MIMAT0037333","hsa-mir-1912-5p"
"mirna","chrX",114652696,114652718,"MIMAT0005791","hsa-mir-1264"
"mirna_primary_transcript","chrX",114715233,114715344,"MI0003938","hsa-mir-1298"
"mirna","chrX",114715250,114715271,"MIMAT0005800","hsa-mir-1298-5p"
"mirna","chrX",114715304,114715324,"MIMAT0026641","hsa-mir-1298-3p"
"mirna_primary_transcript","chrX",114763184,114763263,"MI0008332","hsa-mir-1911"
"mirna","chrX",114763195,114763217,"MIMAT0007885","hsa-mir-1911-5p"
"mirna","chrX",114763232,114763251,"MIMAT0007886","hsa-mir-1911-3p"
"mirna","chrX",114823524,114823545,"MIMAT0001532","hsa-mir-448"
"mirna_primary_transcript","chrX",118386394,118386471,"MI0006419","hsa-mir-1277"
"mirna","chrX",118386440,118386461,"MIMAT0005933","hsa-mir-1277-3p"
"mirna","chrX",118386401,118386424,"MIMAT0022724","hsa-mir-1277-5p"
"mirna_primary_transcript","chrX",119646738,119646848,"MI0003836","hsa-mir-766"
"mirna","chrX",119646763,119646784,"MIMAT0003888","hsa-mir-766-3p"
"mirna","chrX",119646799,119646820,"MIMAT0022714","hsa-mir-766-5p"
"mirna","chrX",121370986,121371008,"MIMAT0018095","hsa-mir-3672"
"mirna_primary_transcript","chrX",134169378,134169452,"MI0000764","hsa-mir-363"
"mirna","chrX",134169425,134169446,"MIMAT0003385","hsa-mir-363-5p"
"mirna","chrX",134169382,134169403,"MIMAT0000707","hsa-mir-363-3p"
"mirna_primary_transcript","chrX",134169538,134169612,"MI0000094","hsa-mir-92a-2"
"mirna","chrX",134169583,134169604,"MIMAT0004508","hsa-mir-92a-2-5p"
"mirna_primary_transcript","chrX",134169671,134169766,"MI0000075","hsa-mir-19b-2"
"mirna","chrX",134169727,134169748,"MIMAT0004492","hsa-mir-19b-2-5p"
"mirna_primary_transcript","chrX",134169809,134169877,"MI0001519","hsa-mir-20b"
"mirna","chrX",134169850,134169872,"MIMAT0001413","hsa-mir-20b-5p"
"mirna","chrX",134169813,134169834,"MIMAT0004752","hsa-mir-20b-3p"
"mirna_primary_transcript","chrX",134170041,134170111,"MI0001518","hsa-mir-18b"
"mirna","chrX",134170084,134170106,"MIMAT0001412","hsa-mir-18b-5p"
"mirna","chrX",134170042,134170063,"MIMAT0004751","hsa-mir-18b-3p"
"mirna_primary_transcript","chrX",134170198,134170278,"MI0000113","hsa-mir-106a"
"mirna","chrX",134170244,134170266,"MIMAT0000103","hsa-mir-106a-5p"
"mirna","chrX",134170208,134170229,"MIMAT0004517","hsa-mir-106a-3p"
"mirna_primary_transcript","chrX",134540185,134540262,"MI0005531","hsa-mir-450b"
"mirna","chrX",134540231,134540252,"MIMAT0004909","hsa-mir-450b-5p"
"mirna","chrX",134540194,134540215,"MIMAT0004910","hsa-mir-450b-3p"
"mirna_primary_transcript","chrX",134540341,134540431,"MI0001652","hsa-mir-450a-1"
"mirna","chrX",134540358,134540379,"MIMAT0022700","hsa-mir-450a-1-3p"
"mirna_primary_transcript","chrX",134540508,134540607,"MI0003187","hsa-mir-450a-2"
"mirna","chrX",134540529,134540550,"MIMAT0031074","hsa-mir-450a-2-3p"
"mirna_primary_transcript","chrX",134541341,134541437,"MI0003686","hsa-mir-542"
"mirna","chrX",134541400,134541422,"MIMAT0003340","hsa-mir-542-5p"
"mirna","chrX",134541364,134541385,"MIMAT0003389","hsa-mir-542-3p"
"mirna_primary_transcript","chrX",134546328,134546398,"MI0003188","hsa-mir-503"
"mirna","chrX",134546371,134546393,"MIMAT0002874","hsa-mir-503-5p"
"mirna","chrX",134546331,134546353,"MIMAT0022925","hsa-mir-503-3p"
"mirna_primary_transcript","chrX",134546614,134546711,"MI0001446","hsa-mir-424"
"mirna","chrX",134546680,134546701,"MIMAT0001341","hsa-mir-424-5p"
"mirna","chrX",134546644,134546664,"MIMAT0004749","hsa-mir-424-3p"
"mirna","chrX",136550892,136550913,"MIMAT0004977","hsa-mir-934"
"mirna_primary_transcript","chrX",138667711,138667793,"MI0003189","hsa-mir-504"
"mirna","chrX",138667760,138667781,"MIMAT0002875","hsa-mir-504-5p"
"mirna","chrX",138667724,138667744,"MIMAT0026612","hsa-mir-504-3p"
"mirna_primary_transcript","chrX",139924148,139924231,"MI0003190","hsa-mir-505"
"mirna","chrX",139924196,139924217,"MIMAT0004776","hsa-mir-505-5p"
"mirna","chrX",139924160,139924181,"MIMAT0002876","hsa-mir-505-3p"
"mirna_primary_transcript","chrX",140926160,140926231,"MI0008192","hsa-mir-320d-2"
"mirna_primary_transcript","chrX",145992750,145992826,"MI0022560","hsa-mir-892c"
"mirna","chrX",145992796,145992816,"MIMAT0025857","hsa-mir-892c-5p"
"mirna","chrX",145992760,145992781,"MIMAT0025858","hsa-mir-892c-3p"
"mirna","chrX",145994321,145994341,"MIMAT0004912","hsa-mir-890"
"mirna_primary_transcript","chrX",145994784,145994860,"MI0005537","hsa-mir-888"
"mirna","chrX",145994830,145994850,"MIMAT0004916","hsa-mir-888-5p"
"mirna","chrX",145994794,145994815,"MIMAT0004917","hsa-mir-888-3p"
"mirna","chrX",145996679,145996699,"MIMAT0004907","hsa-mir-892a"
"mirna","chrX",145997208,145997229,"MIMAT0004918","hsa-mir-892b"
"mirna","chrX",146001100,146001121,"MIMAT0004913","hsa-mir-891b"
"mirna_primary_transcript","chrX",146027794,146027872,"MI0005524","hsa-mir-891a"
"mirna","chrX",146027841,146027862,"MIMAT0004902","hsa-mir-891a-5p"
"mirna","chrX",146027804,146027825,"MIMAT0026717","hsa-mir-891a-3p"
"mirna_primary_transcript","chrX",147189704,147189787,"MI0006649","hsa-mir-513c"
"mirna","chrX",147189753,147189774,"MIMAT0005789","hsa-mir-513c-5p"
"mirna","chrX",147189717,147189739,"MIMAT0022728","hsa-mir-513c-3p"
"mirna_primary_transcript","chrX",147199044,147199127,"MI0006648","hsa-mir-513b"
"mirna","chrX",147199093,147199114,"MIMAT0005788","hsa-mir-513b-5p"
"mirna","chrX",147199057,147199078,"MIMAT0026749","hsa-mir-513b-3p"
"mirna_primary_transcript","chrX",147213463,147213591,"MI0003191","hsa-mir-513a-1"
"mirna_primary_transcript","chrX",147225826,147225952,"MI0003192","hsa-mir-513a-2"
"mirna_primary_transcript","chrX",147230720,147230843,"MI0003193","hsa-mir-506"
"mirna","chrX",147230753,147230773,"MIMAT0002878","hsa-mir-506-3p"
"mirna","chrX",147230788,147230809,"MIMAT0022701","hsa-mir-506-5p"
"mirna","chrX",147231002,147231022,"MIMAT0002879","hsa-mir-507"
"mirna_primary_transcript","chrX",147236913,147237027,"MI0003195","hsa-mir-508"
"mirna","chrX",147236980,147237002,"MIMAT0004778","hsa-mir-508-5p"
"mirna","chrX",147236945,147236967,"MIMAT0002880","hsa-mir-508-3p"
"mirna_primary_transcript","chrX",147250151,147250230,"MI0014251","hsa-mir-514b"
"mirna","chrX",147250197,147250218,"MIMAT0015087","hsa-mir-514b-5p"
"mirna","chrX",147250161,147250181,"MIMAT0015088","hsa-mir-514b-3p"
"mirna_primary_transcript","chrX",147258760,147258850,"MI0005530","hsa-mir-509-2"
"mirna_primary_transcript","chrX",147259652,147259726,"MI0005717","hsa-mir-509-3"
"mirna","chrX",147259696,147259717,"MIMAT0004975","hsa-mir-509-3-5p"
"mirna_primary_transcript","chrX",147260532,147260625,"MI0003196","hsa-mir-509-1"
"mirna_primary_transcript","chrX",147272335,147272408,"MI0003197","hsa-mir-510"
"mirna","chrX",147272378,147272399,"MIMAT0002882","hsa-mir-510-5p"
"mirna","chrX",147272342,147272362,"MIMAT0026613","hsa-mir-510-3p"
"mirna_primary_transcript","chrX",147279247,147279344,"MI0003198","hsa-mir-514a-1"
"mirna_primary_transcript","chrX",147281943,147282030,"MI0003199","hsa-mir-514a-2"
"mirna_primary_transcript","chrX",147284641,147284728,"MI0003200","hsa-mir-514a-3"
"mirna_primary_transcript","chrX",150228004,150228083,"MI0010633","hsa-mir-2114"
"mirna","chrX",150228016,150228037,"MIMAT0011156","hsa-mir-2114-5p"
"mirna","chrX",150228052,150228072,"MIMAT0011157","hsa-mir-2114-3p"
"mirna","chrX",151168298,151168316,"MIMAT0016924","hsa-mir-4330"
"mirna_primary_transcript","chrX",151958578,151958658,"MI0000301","hsa-mir-224"
"mirna","chrX",151958628,151958652,"MIMAT0000281","hsa-mir-224-5p"
"mirna","chrX",151958584,151958606,"MIMAT0009198","hsa-mir-224-3p"
"mirna_primary_transcript","chrX",151959628,151959712,"MI0001733","hsa-mir-452"
"mirna","chrX",151959678,151959699,"MIMAT0001635","hsa-mir-452-5p"
"mirna","chrX",151959634,151959655,"MIMAT0001636","hsa-mir-452-3p"
"mirna_primary_transcript","chrX",152392219,152392299,"MI0000111","hsa-mir-105-1"
"mirna_primary_transcript","chrX",152393421,152393529,"MI0003763","hsa-mir-767"
"mirna","chrX",152393481,152393503,"MIMAT0003882","hsa-mir-767-5p"
"mirna","chrX",152393447,152393469,"MIMAT0003883","hsa-mir-767-3p"
"mirna_primary_transcript","chrX",152394412,152394492,"MI0000112","hsa-mir-105-2"
"mirna","chrX",153335510,153335531,"MIMAT0049023","hsa-mir-12129"
"mirna_primary_transcript","chrX",153981097,153981177,"MI0014252","hsa-mir-3202-1"
"mirna_primary_transcript","chrX",153981098,153981176,"MI0014253","hsa-mir-3202-2"
"mirna","chrX",154019928,154019948,"MIMAT0012735","hsa-mir-718"
"mirna_primary_transcript","chrX",154450320,154450386,"MI0022704","hsa-mir-6858"
"mirna","chrX",154450320,154450341,"MIMAT0027616","hsa-mir-6858-5p"
"mirna","chrX",154450361,154450382,"MIMAT0027617","hsa-mir-6858-3p"
"mirna_primary_transcript","chrX",154768596,154768656,"MI0019134","hsa-mir-664b"
"mirna","chrX",154768596,154768619,"MIMAT0022271","hsa-mir-664b-5p"
"mirna","chrX",154768635,154768656,"MIMAT0022272","hsa-mir-664b-3p"
"mirna_primary_transcript","chrX",154887360,154887458,"MI0006277","hsa-mir-1184-1"
"mirna_primary_transcript","chrX",155383100,155383198,"MI0015971","hsa-mir-1184-2"
"mirna_primary_transcript","chrX",155457517,155457615,"MI0015972","hsa-mir-1184-3"
"mirna_primary_transcript","chrY",1293918,1293992,"MI0023561","hsa-mir-3690-2"
